0;2;519
1;4;228
1;5;495
2;0;519
2;5;124
3;4;361
3;7;237
4;1;228
4;3;361
4;6;121
5;1;495
5;2;124
6;4;121
6;8;137
6;10;346
7;3;237
8;6;137
9;12;294
9;13;264
10;6;346
10;11;200
10;13;131
11;10;200
11;15;196
12;9;294
12;16;136
13;9;264
13;10;131
14;15;301
15;11;196
15;14;301
15;19;346
16;12;136
17;18;101
18;17;101
18;19;167
19;15;346
19;18;167
19;22;147
20;24;135
21;22;226
21;24;330
22;19;147
22;21;226
22;25;241
23;25;113
24;20;135
24;21;330
25;22;241
25;23;113
25;26;204
26;25;204
26;28;227
27;29;130
28;26;227
28;29;349
28;30;259
29;27;130
29;28;349
30;28;259
30;31;112
31;30;112
31;32;169
31;33;277
32;31;169
32;35;318
33;31;277
34;37;176
34;38;253
35;32;318
35;38;373
36;40;104
37;34;176
37;39;120
37;40;115
38;34;253
38;35;373
39;37;120
39;41;250
40;36;104
40;37;115
41;39;250
41;43;292
42;46;220
43;41;292
43;45;131
44;47;277
45;43;131
45;47;312
45;48;267
45;49;213
46;42;220
46;47;129
47;44;277
47;45;312
47;46;129
47;50;282
48;45;267
49;45;213
50;47;282
50;51;265
50;52;211
50;53;296
51;50;265
51;55;308
52;50;211
52;56;156
53;50;296
54;56;443
55;51;308
56;52;156
56;54;443
56;60;185
57;60;170
57;61;107
58;59;296
58;60;186
59;58;296
60;56;185
60;57;170
60;58;186
60;62;168
61;57;107
62;60;168
62;64;152
63;66;283
63;67;166
64;62;152
64;65;252
65;64;252
65;67;170
65;68;282
65;69;331
66;63;283
67;63;166
67;65;170
68;65;282
69;65;331
69;70;131
69;71;160
70;69;131
70;72;163
71;69;160
71;74;143
72;70;163
72;76;165
73;76;245
74;71;143
75;76;100
76;72;165
76;73;245
76;75;100
76;78;229
77;81;188
78;76;229
78;80;116
79;80;121
80;78;116
80;79;121
80;83;266
81;77;188
81;84;111
82;84;318
83;80;266
83;84;152
84;81;111
84;82;318
84;83;152
84;85;208
84;86;200
85;84;208
86;84;200
86;87;129
86;88;321
86;89;236
87;86;129
87;91;269
88;86;321
89;86;236
90;93;124
91;87;269
91;94;231
91;95;261
92;94;115
93;90;124
93;97;294
94;91;231
94;92;115
95;91;261
95;99;274
96;98;230
96;100;227
97;93;294
97;101;147
98;96;230
98;102;134
99;95;274
99;102;169
100;96;227
100;101;225
101;97;147
101;100;225
101;105;347
102;98;134
102;99;169
102;103;263
103;102;263
103;104;107
104;103;107
105;101;347
105;108;288
106;108;260
107;109;202
107;111;320
108;105;288
108;106;260
108;109;157
109;107;202
109;108;157
109;110;340
109;112;257
110;109;340
111;107;320
111;114;334
112;109;257
113;114;187
114;111;334
114;113;187
114;118;286
115;117;281
116;120;209
117;115;281
117;120;105
118;114;286
118;119;121
118;121;134
119;118;121
119;120;189
120;116;209
120;117;105
120;119;189
120;123;296
121;118;134
122;125;136
123;120;296
123;124;156
123;126;240
124;123;156
124;125;334
125;122;136
125;124;334
125;129;273
126;123;240
127;128;204
128;127;204
128;129;155
129;125;273
129;128;155
129;130;116
129;131;150
129;132;162
130;129;116
130;134;364
131;129;150
132;129;162
132;133;175
133;132;175
134;130;364
134;136;209
135;138;217
136;134;209
136;140;238
137;140;551
138;135;217
138;140;134
139;141;115
139;142;127
139;143;267
140;136;238
140;137;551
140;138;134
140;142;245
141;139;115
141;144;316
141;145;217
142;139;127
142;140;245
142;146;224
143;139;267
144;141;316
144;147;337
145;141;217
146;142;224
147;144;337
147;148;235
147;149;456
147;150;452
148;147;235
149;147;456
150;147;452
150;151;274
151;150;274
151;152;301
151;154;244
152;151;301
152;153;366
152;156;237
153;152;366
154;151;244
155;159;328
156;152;237
156;160;398
157;158;119
158;157;119
158;159;361
158;162;291
159;155;328
159;158;361
160;156;398
160;164;336
161;162;260
162;158;291
162;161;260
162;163;161
163;162;161
163;164;223
163;167;376
164;160;336
164;163;223
165;166;479
166;165;479
166;169;111
167;163;376
167;168;285
168;167;285
168;171;419
169;166;111
169;170;408
169;173;150
170;169;408
170;172;261
171;168;419
171;172;198
172;170;261
172;171;198
173;169;150
173;177;130
174;176;105
174;178;387
175;176;184
176;174;105
176;175;184
176;177;216
176;179;121
176;180;201
177;173;130
177;176;216
178;174;387
179;176;121
180;176;201
180;181;245
180;182;290
181;180;245
182;180;290
182;183;130
182;186;304
183;182;130
184;188;229
185;186;237
186;182;304
186;185;237
186;188;123
186;189;292
187;190;221
188;184;229
188;186;123
189;186;292
189;191;222
189;192;162
190;187;221
190;192;144
190;193;194
191;189;222
192;189;162
192;190;144
192;195;354
192;196;156
193;190;194
193;194;234
194;193;234
195;192;354
196;192;156
196;198;301
197;199;308
198;196;301
198;201;368
199;197;308
199;200;224
199;203;139
200;199;224
201;198;368
201;203;170
201;205;249
202;203;302
203;199;139
203;201;170
203;202;302
204;205;136
204;208;237
205;201;249
205;204;136
205;206;175
206;205;175
207;208;292
207;209;317
208;204;237
208;207;292
208;210;512
209;207;317
210;208;512
210;212;350
211;213;157
212;210;350
212;213;218
213;211;157
213;212;218
213;217;169
214;215;287
215;214;287
215;216;148
216;215;148
216;219;243
217;213;169
217;219;218
218;221;195
219;216;243
219;217;218
219;221;109
219;222;361
219;223;236
220;224;276
221;218;195
221;219;109
222;219;361
222;225;347
223;219;236
223;224;292
224;220;276
224;223;292
224;227;269
225;222;347
226;229;164
226;230;180
227;224;269
227;230;360
228;229;109
229;226;164
229;228;109
230;226;180
230;227;360
230;233;212
230;234;110
231;233;211
232;236;311
233;230;212
233;231;211
234;230;110
234;236;230
234;238;164
235;236;195
235;239;187
236;232;311
236;234;230
236;235;195
236;237;386
237;236;386
237;241;327
238;234;164
239;235;187
239;240;179
239;243;107
240;239;179
241;237;327
242;245;149
243;239;107
243;245;153
244;245;153
245;242;149
245;243;153
245;244;153
245;246;138
246;245;138
246;247;306
247;246;306
247;248;142
247;249;113
248;247;142
249;247;113
249;250;164
250;249;164
250;251;188
251;250;188
251;252;135
251;253;123
252;251;135
253;251;123
253;256;162
253;257;201
254;255;246
254;257;377
255;254;246
256;253;162
257;253;201
257;254;377
257;261;110
258;262;210
259;261;188
259;263;219
260;264;106
261;257;110
261;259;188
261;264;243
262;258;210
262;265;238
263;259;219
263;265;338
263;267;223
264;260;106
264;261;243
264;266;170
265;262;238
265;263;338
266;264;170
266;268;181
267;263;223
268;266;181
268;271;333
269;272;203
270;271;139
271;268;333
271;270;139
271;272;359
271;273;320
272;269;203
272;271;359
272;275;172
273;271;320
273;276;317
274;276;113
275;272;172
275;277;227
275;279;223
276;273;317
276;274;113
276;280;223
277;275;227
278;282;190
279;275;223
279;282;141
280;276;223
281;284;125
282;278;190
282;279;141
282;284;150
283;284;399
283;286;121
284;281;125
284;282;150
284;283;399
284;285;214
285;284;214
285;289;181
286;283;121
287;288;523
287;290;176
288;287;523
289;285;181
289;292;281
290;287;176
290;291;121
291;290;121
291;292;179
291;294;114
292;289;281
292;291;179
293;294;213
293;296;186
294;291;114
294;293;213
294;295;320
295;294;320
295;299;203
296;293;186
297;298;277
297;299;281
298;297;277
298;300;105
298;301;217
299;295;203
299;297;281
299;303;165
300;298;105
300;302;225
301;298;217
302;300;225
302;305;195
302;306;169
303;299;165
304;305;184
305;302;195
305;304;184
305;308;205
306;302;169
307;308;322
308;305;205
308;307;322
308;309;402
308;311;444
309;308;402
310;311;290
310;313;128
310;314;290
311;308;444
311;310;290
312;316;259
313;310;128
314;310;290
314;318;304
315;318;400
316;312;259
316;317;365
317;316;365
317;318;323
