0;1;396
1;0;396
1;3;237
2;4;361
3;1;237
3;6;155
4;2;361
4;7;301
5;6;272
5;7;381
5;8;217
6;3;155
6;5;272
7;4;301
7;5;381
7;9;113
8;5;217
9;7;113
9;11;257
10;11;284
11;9;257
11;10;284
11;12;197
11;14;229
12;11;197
12;16;149
13;14;171
14;11;229
14;13;171
14;17;245
14;18;321
15;18;196
16;12;149
16;20;359
17;14;245
18;14;321
18;15;196
19;20;231
20;16;359
20;19;231
20;23;110
21;24;121
22;24;128
23;20;110
23;24;163
23;26;256
23;27;164
24;21;121
24;22;128
24;23;163
24;28;225
25;26;297
25;29;200
26;23;256
26;25;297
26;30;165
27;23;164
28;24;225
29;25;200
30;26;165
30;31;175
31;30;175
31;33;187
32;35;405
33;31;187
33;34;411
34;33;411
34;38;199
35;32;405
35;37;300
35;39;325
36;37;287
37;35;300
37;36;287
37;41;157
38;34;199
38;39;407
39;35;325
39;38;407
39;42;195
39;43;430
40;42;254
41;37;157
41;45;126
42;39;195
42;40;254
43;39;430
44;46;134
44;48;256
45;41;126
45;46;225
45;47;191
46;44;134
46;45;225
47;45;191
48;44;256
48;51;249
49;52;310
49;53;272
50;54;101
51;48;249
51;54;175
51;55;196
52;49;310
52;55;302
53;49;272
54;50;101
54;51;175
55;51;196
55;52;302
55;57;101
55;58;162
55;59;367
56;58;300
57;55;101
58;55;162
58;56;300
59;55;367
59;63;321
60;61;185
60;62;296
60;64;287
61;60;185
62;60;296
63;59;321
63;66;326
63;67;264
64;60;287
64;65;147
65;64;147
65;68;127
66;63;326
66;68;348
67;63;264
67;70;105
67;71;177
68;65;127
68;66;348
69;71;210
70;67;105
70;72;253
71;67;177
71;69;210
71;75;350
72;70;253
73;75;103
74;77;233
75;71;350
75;73;103
75;76;110
75;77;224
76;75;110
76;78;174
77;74;233
77;75;224
78;76;174
78;79;275
78;81;120
79;78;275
80;83;144
81;78;120
81;84;241
82;84;280
83;80;144
83;85;221
83;86;123
83;87;220
84;81;241
84;82;280
84;87;132
85;83;221
86;83;123
86;88;270
86;89;246
87;83;220
