0;2;626
1;2;128
2;0;626
2;1;128
2;6;168
3;4;135
4;3;135
4;8;193
5;8;161
5;9;196
6;2;168
6;7;135
7;6;135
7;8;159
7;11;277
8;4;193
8;5;161
8;7;159
9;5;196
9;13;200
10;12;329
11;7;277
12;10;329
12;13;140
13;9;200
13;12;140
13;16;575
14;18;107
15;16;225
15;18;238
16;13;575
16;15;225
16;19;380
17;21;638
18;14;107
18;15;238
19;16;380
19;20;247
20;19;247
20;22;104
21;17;638
21;22;240
21;25;130
22;20;104
22;21;240
22;23;295
23;22;295
23;24;341
24;23;341
24;27;330
25;21;130
26;27;349
26;28;314
27;24;330
27;26;349
27;29;373
28;26;314
29;27;373
29;32;197
30;31;121
31;30;121
31;32;304
31;33;130
32;29;197
32;31;304
32;34;122
32;36;251
33;31;130
34;32;122
34;35;298
35;34;298
35;39;282
36;32;251
37;41;477
38;39;252
38;40;188
39;35;282
39;38;252
39;42;209
40;38;188
40;41;270
41;37;477
41;40;270
42;39;209
42;45;224
43;45;150
44;46;303
44;47;157
45;42;224
45;43;150
45;47;132
46;44;303
47;44;157
47;45;132
47;48;569
48;47;569
48;52;237
49;53;455
50;53;214
50;54;212
51;53;271
52;48;237
52;54;200
53;49;455
53;50;214
53;51;271
53;57;254
54;50;212
54;52;200
55;56;317
55;57;209
56;55;317
57;53;254
57;55;209
57;58;162
57;59;257
58;57;162
58;60;300
58;61;247
59;57;257
59;63;201
60;58;300
61;58;247
61;65;490
62;64;416
63;59;201
63;66;195
63;67;326
64;62;416
64;67;412
65;61;490
66;63;195
66;68;134
67;63;326
67;64;412
67;70;103
68;66;134
69;70;345
69;71;322
69;72;238
70;67;103
70;69;345
71;69;322
71;73;426
72;69;238
72;76;247
73;71;426
74;76;110
74;77;313
75;78;162
76;72;247
76;74;110
77;74;313
77;79;168
77;80;134
78;75;162
78;79;260
79;77;168
79;78;260
80;77;134
80;84;120
81;85;300
82;86;152
83;84;119
83;87;191
84;80;120
84;83;119
85;81;300
85;89;161
86;82;152
86;88;147
86;90;221
87;83;191
87;90;192
88;86;147
89;85;161
89;91;177
89;92;144
90;86;221
90;87;192
90;92;188
91;89;177
91;94;219
92;89;144
92;90;188
92;93;247
92;95;211
93;92;247
94;91;219
95;92;211
95;97;193
96;97;168
96;100;165
97;95;193
97;96;168
98;100;160
98;102;130
99;100;137
100;96;165
100;98;160
100;99;137
101;104;284
102;98;130
102;106;345
103;105;107
104;101;284
104;107;356
105;103;107
105;107;280
106;102;345
106;107;288
106;110;290
107;104;356
107;105;280
107;106;288
108;109;297
108;110;209
109;108;297
110;106;290
110;108;209
110;111;185
110;112;218
111;110;185
111;113;213
112;110;218
113;111;213
113;114;217
114;113;217
114;117;247
115;117;219
115;118;211
116;118;184
117;114;247
117;115;219
117;119;198
117;120;114
118;115;211
118;116;184
118;121;246
119;117;198
120;117;114
121;118;246
121;123;135
121;124;352
122;123;212
123;121;135
123;122;212
124;121;352
Total cost: 29855
